副都心線,和光市駅,3  有楽町線 - 新木場方面,3  副都心線 - 渋谷方面■東急東横線横浜・■みなとみらい線元町・中華街方面,http://ja.wikipedia.org/wiki/%E5%92%8C%E5%85%89%E5%B8%82%E9%A7%85,●,●
副都心線,地下鉄成増駅,1  有楽町線 池袋・有楽町・新木場方面,1  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,2  有楽町線副都心線 和光市・森林公園方面,http://ja.wikipedia.org/wiki/%E5%9C%B0%E4%B8%8B%E9%89%84%E6%88%90%E5%A2%97%E9%A7%85,●,｜
副都心線,地下鉄赤塚駅,1  有楽町線 池袋・有楽町・新木場方面,1  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,2  有楽町線副都心線 和光市・森林公園方面,http://ja.wikipedia.org/wiki/%E5%9C%B0%E4%B8%8B%E9%89%84%E8%B5%A4%E5%A1%9A%E9%A7%85,●,｜
副都心線,平和台駅,1  有楽町線 池袋・有楽町・新木場方面,1  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,2  有楽町線副都心線 和光市・森林公園方面,http://ja.wikipedia.org/wiki/%E5%B9%B3%E5%92%8C%E5%8F%B0%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),●,｜
副都心線,氷川台駅,1  有楽町線 池袋・有楽町・新木場方面,1  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,2  有楽町線副都心線 和光市・森林公園方面,http://ja.wikipedia.org/wiki/%E6%B0%B7%E5%B7%9D%E5%8F%B0%E9%A7%85,●,｜
副都心線,小竹向原駅,1・2  有楽町線 池袋・有楽町・新木場方面,1・2  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,3  有楽町線副都心線 和光市・森林公園方面,4  有楽町線副都心線 和光市・森林公園方面,http://ja.wikipedia.org/wiki/%E5%B0%8F%E7%AB%B9%E5%90%91%E5%8E%9F%E9%A7%85,●,●
副都心線,千川駅,1  有楽町線 池袋・有楽町・新木場方面,2  有楽町線 和光市・森林公園・飯能方面,3  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,4  副都心線 和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E5%8D%83%E5%B7%9D%E9%A7%85,｜,｜
副都心線,要町駅,1  有楽町線 池袋・有楽町・新木場方面,2  有楽町線 和光市・森林公園・飯能方面,3  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,4  副都心線 和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E8%A6%81%E7%94%BA%E9%A7%85,｜,｜
副都心線,池袋駅,1・2  丸ノ内線 東京・銀座・新宿・荻窪方面,3  有楽町線 飯田橋・有楽町・新木場方面,4  有楽町線 和光市・森林公園・飯能方面,5  副都心線 新宿三丁目・渋谷・横浜・元町・中華街方面,6  副都心線 和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%B1%A0%E8%A2%8B%E9%A7%85,●,●
副都心線,雑司が谷駅,1  副都心線 新宿三丁目・渋谷・横浜・元町・中華街方面,2  副都心線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E9%9B%91%E5%8F%B8%E3%81%8C%E8%B0%B7%E9%A7%85,｜,｜
副都心線,西早稲田駅,1  副都心線 新宿三丁目・渋谷・横浜・元町・中華街方面,2  副都心線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E8%A5%BF%E6%97%A9%E7%A8%B2%E7%94%B0%E9%A7%85,｜,｜
副都心線,東新宿駅,1  副都心線 新宿三丁目・渋谷・横浜・元町・中華街方面,2  副都心線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%9D%B1%E6%96%B0%E5%AE%BF%E9%A7%85,｜,｜
副都心線,新宿三丁目駅,1  丸ノ内線 新宿・荻窪・方南町方面,2  丸ノ内線 銀座・大手町・池袋方面,3  副都心線 明治神宮前〈原宿〉・渋谷・横浜・元町・中華街方面,4  副都心線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%96%B0%E5%AE%BF%E4%B8%89%E4%B8%81%E7%9B%AE%E9%A7%85,●,●
副都心線,北参道駅,1  副都心線 明治神宮前〈原宿〉・渋谷・横浜・元町・中華街方面,2  副都心線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E5%8C%97%E5%8F%82%E9%81%93%E9%A7%85,｜,｜
副都心線,明治神宮前〈原宿〉駅,1  千代田線 代々木上原・本厚木・唐木田方面,2  千代田線 大手町・北千住・綾瀬・取手方面,3  副都心線 渋谷・横浜・元町・中華街方面,4  副都心線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%98%8E%E6%B2%BB%E7%A5%9E%E5%AE%AE%E5%89%8D%E9%A7%85,｜,▲
副都心線,渋谷駅,2  半蔵門線 大手町・押上〈スカイツリー前〉・■東武伊勢崎線久喜・■東武日光線南栗橋方面,5・6  副都心線 池袋・和光市・■東武東上線森林公園・■西武線飯能方面,2  銀座線 銀座・上野・浅草方面,http://ja.wikipedia.org/wiki/%E6%B8%8B%E8%B0%B7%E9%A7%85,●,●
千代田線,代々木上原駅,3  千代田線 - 表参道・霞ケ関・大手町・綾瀬方面,http://ja.wikipedia.org/wiki/%E4%BB%A3%E3%80%85%E6%9C%A8%E4%B8%8A%E5%8E%9F%E9%A7%85,※,
千代田線,代々木公園駅,1  千代田線 代々木上原・唐木田方面,2  千代田線 大手町・北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E4%BB%A3%E3%80%85%E6%9C%A8%E5%85%AC%E5%9C%92%E9%A7%85,｜,
千代田線,明治神宮前〈原宿〉駅,1  千代田線 代々木上原・本厚木・唐木田方面,2  千代田線 大手町・北千住・綾瀬・取手方面,3  副都心線 渋谷・横浜・元町・中華街方面,4  副都心線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%98%8E%E6%B2%BB%E7%A5%9E%E5%AE%AE%E5%89%8D%E9%A7%85,｜,
千代田線,表参道駅,1  千代田線 代々木上原・唐木田方面,2  千代田線 大手町・北千住・綾瀬・取手方面,3  半蔵門線 渋谷・中央林間方面,5  銀座線 銀座・浅草方面,6  半蔵門線 大手町・押上〈スカイツリー前〉・久喜・南栗橋方面,http://ja.wikipedia.org/wiki/%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85,●,
千代田線,乃木坂駅,1  千代田線 表参道・代々木上原・唐木田方面,2  千代田線 大手町・北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E4%B9%83%E6%9C%A8%E5%9D%82%E9%A7%85,｜,
千代田線,赤坂駅,1  千代田線 表参道・代々木上原・唐木田方面,2  千代田線 大手町・北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E8%B5%A4%E5%9D%82%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),｜,
千代田線,国会議事堂前駅,1  丸ノ内線 赤坂見附・新宿・荻窪方面,2  丸ノ内線 銀座・東京・大手町・池袋方面,3  千代田線 表参道・代々木上原・唐木田方面,4  千代田線 大手町・北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E5%9B%BD%E4%BC%9A%E8%AD%B0%E4%BA%8B%E5%A0%82%E5%89%8D%E9%A7%85,｜,
千代田線,霞ケ関駅,1  丸ノ内線 新宿・中野坂上・荻窪方面,2  丸ノ内線 銀座・大手町・池袋方面,3  日比谷線 六本木・恵比寿・中目黒方面,4  日比谷線 銀座・上野・北千住・南栗橋方面,5  千代田線 表参道・代々木上原・唐木田方面,6  千代田線 大手町・北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E9%9C%9E%E3%82%B1%E9%96%A2%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),●,
千代田線,日比谷駅,1  日比谷線 霞ケ関・六本木・中目黒方面,2  日比谷線 銀座・上野・北千住・南栗橋方面,3  千代田線 霞ケ関・代々木上原・唐木田方面,4  千代田線 大手町・北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E6%97%A5%E6%AF%94%E8%B0%B7%E9%A7%85,｜,
千代田線,二重橋前駅,1  千代田線 霞ケ関・代々木上原・唐木田方面,2  千代田線 大手町・北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E4%BA%8C%E9%87%8D%E6%A9%8B%E5%89%8D%E9%A7%85,｜,
千代田線,大手町駅,1  丸ノ内線 銀座・新宿・荻窪方面,2  丸ノ内線 後楽園・池袋方面,3  東西線 西船橋・津田沼・東葉勝田台方面,4  東西線 飯田橋・中野・三鷹方面,5  千代田線 霞ケ関・代々木上原・唐木田方面,6  千代田線 北千住・綾瀬・取手方面,7  半蔵門線 九段下・渋谷・中央林間方面,8  半蔵門線 三越前・押上〈スカイツリー前〉・久喜・南栗橋方面,http://ja.wikipedia.org/wiki/%E5%A4%A7%E6%89%8B%E7%94%BA%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),●,
千代田線,新御茶ノ水駅,1  千代田線 大手町・代々木上原・唐木田方面,2  千代田線 北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E6%96%B0%E5%BE%A1%E8%8C%B6%E3%83%8E%E6%B0%B4%E9%A7%85,｜,
千代田線,湯島駅,1  千代田線 大手町・代々木上原・唐木田方面,2  千代田線 北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E6%B9%AF%E5%B3%B6%E9%A7%85,｜,
千代田線,根津駅,1  千代田線 大手町・代々木上原・唐木田方面,2  千代田線 北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E6%A0%B9%E6%B4%A5%E9%A7%85,｜,
千代田線,千駄木駅,1  千代田線 大手町・代々木上原・唐木田方面,2  千代田線 北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E5%8D%83%E9%A7%84%E6%9C%A8%E9%A7%85,｜,
千代田線,西日暮里駅,1  千代田線 大手町・代々木上原・唐木田方面,2  千代田線 北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E8%A5%BF%E6%97%A5%E6%9A%AE%E9%87%8C%E9%A7%85,｜,
千代田線,町屋駅,1  千代田線 西日暮里・大手町・代々木上原・本厚木・唐木田方面,2  千代田線 北千住・綾瀬・取手方面,http://ja.wikipedia.org/wiki/%E7%94%BA%E5%B1%8B%E9%A7%85,｜,
千代田線,北千住駅,1  千代田線 西日暮里・代々木上原・唐木田方面 一部ロマンスカー・箱根湯本方面,2  千代田線 千代田線■常磐線（各駅停車） 綾瀬・我孫子・取手方面,http://ja.wikipedia.org/wiki/%E5%8C%97%E5%8D%83%E4%BD%8F%E9%A7%85,●,
千代田線,綾瀬駅,1・2  千代田線 北千住・大手町・代々木上原・本厚木・唐木田方面,3・4  千代田線 ■常磐線（各駅停車） 亀有・金町・松戸・柏・我孫子・取手方面,http://ja.wikipedia.org/wiki/%E7%B6%BE%E7%80%AC%E9%A7%85,&#160;,
銀座線,渋谷駅,2  半蔵門線 大手町・押上〈スカイツリー前〉・■東武伊勢崎線久喜・■東武日光線南栗橋方面,5・6  副都心線 池袋・和光市・■東武東上線森林公園・■西武線飯能方面,2  銀座線 銀座・上野・浅草方面,http://ja.wikipedia.org/wiki/%E6%B8%8B%E8%B0%B7%E9%A7%85,,
銀座線,表参道駅,1  千代田線 代々木上原・唐木田方面,2  千代田線 大手町・北千住・綾瀬・取手方面,3  半蔵門線 渋谷・中央林間方面,5  銀座線 銀座・浅草方面,6  半蔵門線 大手町・押上〈スカイツリー前〉・久喜・南栗橋方面,http://ja.wikipedia.org/wiki/%E8%A1%A8%E5%8F%82%E9%81%93%E9%A7%85,,
銀座線,外苑前駅,1  銀座線 表参道・渋谷方面,2  銀座線 銀座・浅草方面,http://ja.wikipedia.org/wiki/%E5%A4%96%E8%8B%91%E5%89%8D%E9%A7%85,,
銀座線,青山一丁目駅,1  銀座線 表参道・渋谷方面,2  銀座線 銀座・浅草方面,3  半蔵門線 表参道・渋谷・中央林間方面,4  半蔵門線 大手町・押上〈スカイツリー前〉・久喜・南栗橋方面,http://ja.wikipedia.org/wiki/%E9%9D%92%E5%B1%B1%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85,,
銀座線,赤坂見附駅,1  銀座線 表参道・渋谷方面,2  丸ノ内線 新宿・荻窪方面,3  銀座線 銀座・浅草方面,4  丸ノ内線 銀座・大手町・池袋方面,http://ja.wikipedia.org/wiki/%E8%B5%A4%E5%9D%82%E8%A6%8B%E9%99%84%E9%A7%85,,
銀座線,溜池山王駅,1  銀座線 赤坂見附・渋谷方面,2  銀座線 銀座・浅草方面,3  南北線 四ツ谷・赤羽岩淵・浦和美園方面,4  南北線 白金高輪・目黒・日吉方面,http://ja.wikipedia.org/wiki/%E6%BA%9C%E6%B1%A0%E5%B1%B1%E7%8E%8B%E9%A7%85,,
銀座線,虎ノ門駅,1  銀座線 赤坂見附・渋谷方面,2  銀座線 銀座・浅草方面,http://ja.wikipedia.org/wiki/%E8%99%8E%E3%83%8E%E9%96%80%E9%A7%85,,
銀座線,新橋駅,1  銀座線 赤坂見附・渋谷方面,2  銀座線 銀座・浅草方面,http://ja.wikipedia.org/wiki/%E6%96%B0%E6%A9%8B%E9%A7%85,,
銀座線,銀座駅,1  銀座線 赤坂見附・渋谷方面,2  銀座線 上野・浅草方面,3  丸ノ内線 新宿・荻窪方面,4  丸ノ内線 大手町・池袋方面,5  日比谷線 霞ケ関・六本木・中目黒方面,6  日比谷線 上野・北千住・南栗橋方面,http://ja.wikipedia.org/wiki/%E9%8A%80%E5%BA%A7%E9%A7%85,,
銀座線,京橋駅,1  銀座線 銀座・渋谷方面,2  銀座線 上野・浅草方面,http://ja.wikipedia.org/wiki/%E4%BA%AC%E6%A9%8B%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),,
銀座線,日本橋駅,1  銀座線 銀座・渋谷方面,2  銀座線 上野・浅草方面,3  東西線 西船橋・津田沼・東葉勝田台方面,4  東西線 大手町・飯田橋・中野・三鷹方面,http://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E6%A9%8B%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),,
銀座線,三越前駅,1  銀座線 銀座・渋谷方面,2  銀座線 上野・浅草方面,3  半蔵門線 大手町・渋谷・中央林間方面,4  半蔵門線 押上〈スカイツリー前〉・久喜・南栗橋方面,http://ja.wikipedia.org/wiki/%E4%B8%89%E8%B6%8A%E5%89%8D%E9%A7%85,,
銀座線,神田駅,1  銀座線 銀座・渋谷方面,2  銀座線 上野・浅草方面,http://ja.wikipedia.org/wiki/%E7%A5%9E%E7%94%B0%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),,
銀座線,末広町駅,1  銀座線 銀座・渋谷方面,2  銀座線 上野・浅草方面,http://ja.wikipedia.org/wiki/%E6%9C%AB%E5%BA%83%E7%94%BA%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),,
銀座線,上野広小路駅,1  銀座線 銀座・渋谷方面,2  銀座線 上野・浅草方面,http://ja.wikipedia.org/wiki/%E4%B8%8A%E9%87%8E%E5%BA%83%E5%B0%8F%E8%B7%AF%E9%A7%85,,
銀座線,上野駅,1  銀座線 銀座・渋谷方面,2  銀座線 田原町・浅草方面,1  日比谷線 銀座・六本木・中目黒方面,2  日比谷線 北千住・南栗橋方面,http://ja.wikipedia.org/wiki/%E4%B8%8A%E9%87%8E%E9%A7%85,,
銀座線,稲荷町駅,1  銀座線 上野・渋谷方面,2  銀座線 田原町・浅草方面,http://ja.wikipedia.org/wiki/%E7%A8%B2%E8%8D%B7%E7%94%BA%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),,
銀座線,田原町駅,1  銀座線 上野・渋谷方面,http://ja.wikipedia.org/wiki/%E7%94%B0%E5%8E%9F%E7%94%BA%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),,
銀座線,浅草駅,1・2  銀座線 上野・日本橋・銀座・渋谷方面,http://ja.wikipedia.org/wiki/%E6%B5%85%E8%8D%89%E9%A7%85,,
有楽町線,東武東上本線,http://ja.wikipedia.org/wiki/%E6%9D%B1%E6%AD%A6%E6%9D%B1%E4%B8%8A%E6%9C%AC%E7%B7%9A,,
有楽町線,和光市駅,3  有楽町線 - 新木場方面,3  副都心線 - 渋谷方面■東急東横線横浜・■みなとみらい線元町・中華街方面,http://ja.wikipedia.org/wiki/%E5%92%8C%E5%85%89%E5%B8%82%E9%A7%85,,
有楽町線,地下鉄成増駅,1  有楽町線 池袋・有楽町・新木場方面,1  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,2  有楽町線副都心線 和光市・森林公園方面,http://ja.wikipedia.org/wiki/%E5%9C%B0%E4%B8%8B%E9%89%84%E6%88%90%E5%A2%97%E9%A7%85,,
有楽町線,地下鉄赤塚駅,1  有楽町線 池袋・有楽町・新木場方面,1  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,2  有楽町線副都心線 和光市・森林公園方面,http://ja.wikipedia.org/wiki/%E5%9C%B0%E4%B8%8B%E9%89%84%E8%B5%A4%E5%A1%9A%E9%A7%85,,
有楽町線,平和台駅,1  有楽町線 池袋・有楽町・新木場方面,1  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,2  有楽町線副都心線 和光市・森林公園方面,http://ja.wikipedia.org/wiki/%E5%B9%B3%E5%92%8C%E5%8F%B0%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),,
有楽町線,氷川台駅,1  有楽町線 池袋・有楽町・新木場方面,1  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,2  有楽町線副都心線 和光市・森林公園方面,http://ja.wikipedia.org/wiki/%E6%B0%B7%E5%B7%9D%E5%8F%B0%E9%A7%85,,
有楽町線,小竹向原駅,1・2  有楽町線 池袋・有楽町・新木場方面,1・2  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,3  有楽町線副都心線 和光市・森林公園方面,4  有楽町線副都心線 和光市・森林公園方面,http://ja.wikipedia.org/wiki/%E5%B0%8F%E7%AB%B9%E5%90%91%E5%8E%9F%E9%A7%85,,
有楽町線,千川駅,1  有楽町線 池袋・有楽町・新木場方面,2  有楽町線 和光市・森林公園・飯能方面,3  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,4  副都心線 和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E5%8D%83%E5%B7%9D%E9%A7%85,,
有楽町線,要町駅,1  有楽町線 池袋・有楽町・新木場方面,2  有楽町線 和光市・森林公園・飯能方面,3  副都心線 池袋・新宿三丁目・渋谷・横浜・元町・中華街方面,4  副都心線 和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E8%A6%81%E7%94%BA%E9%A7%85,,
有楽町線,池袋駅,1・2  丸ノ内線 東京・銀座・新宿・荻窪方面,3  有楽町線 飯田橋・有楽町・新木場方面,4  有楽町線 和光市・森林公園・飯能方面,5  副都心線 新宿三丁目・渋谷・横浜・元町・中華街方面,6  副都心線 和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%B1%A0%E8%A2%8B%E9%A7%85,,
有楽町線,東池袋駅,1  有楽町線 飯田橋・有楽町・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%9D%B1%E6%B1%A0%E8%A2%8B%E9%A7%85,,
有楽町線,護国寺駅,1  有楽町線 飯田橋・有楽町・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E8%AD%B7%E5%9B%BD%E5%AF%BA%E9%A7%85,,
有楽町線,江戸川橋駅,1  有楽町線 飯田橋・有楽町・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%B1%9F%E6%88%B8%E5%B7%9D%E6%A9%8B%E9%A7%85,,
有楽町線,飯田橋駅,1  東西線 西船橋・津田沼・東葉勝田台方面,2  東西線 高田馬場・中野・三鷹方面,3  有楽町線 永田町・有楽町・新木場方面,4  有楽町線 池袋・和光市・飯能方面,5  南北線 王子・赤羽岩淵・浦和美園方面,6  南北線 四ツ谷方面,http://ja.wikipedia.org/wiki/%E9%A3%AF%E7%94%B0%E6%A9%8B%E9%A7%85,,
有楽町線,市ケ谷駅,1  有楽町線 永田町・有楽町・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,3  南北線 飯田橋・赤羽岩淵・浦和美園方面,4  南北線 白金高輪・目黒・日吉方面,http://ja.wikipedia.org/wiki/%E5%B8%82%E3%82%B1%E8%B0%B7%E9%A7%85,,
有楽町線,麹町駅,1  有楽町線 永田町・有楽町・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E9%BA%B9%E7%94%BA%E9%A7%85,,
有楽町線,永田町駅,1  有楽町線 有楽町・月島・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,3  半蔵門線 表参道・渋谷・中央林間方面,4  半蔵門線 大手町・押上〈スカイツリー前〉・久喜・南栗橋方面,5  南北線 四ツ谷・赤羽岩淵・浦和美園方面,6  南北線 白金高輪・目黒・日吉方面,http://ja.wikipedia.org/wiki/%E6%B0%B8%E7%94%B0%E7%94%BA%E9%A7%85,,
有楽町線,桜田門駅,1  有楽町線 有楽町・月島・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%A1%9C%E7%94%B0%E9%96%80%E9%A7%85,,
有楽町線,有楽町駅,1  有楽町線 月島・豊洲・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%9C%89%E6%A5%BD%E7%94%BA%E9%A7%85,,
有楽町線,銀座一丁目駅,1  有楽町線 月島・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E9%8A%80%E5%BA%A7%E4%B8%80%E4%B8%81%E7%9B%AE%E9%A7%85,,
有楽町線,新富町駅,1  有楽町線 月島・豊洲・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%96%B0%E5%AF%8C%E7%94%BA%E9%A7%85_(%E6%9D%B1%E4%BA%AC%E9%83%BD),,
有楽町線,月島駅,1  有楽町線 豊洲・辰巳・新木場方面,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%9C%88%E5%B3%B6%E9%A7%85,,
有楽町線,豊洲駅,1  有楽町線 新木場方面,3・4  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E8%B1%8A%E6%B4%B2%E9%A7%85,,
有楽町線,辰巳駅,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E8%BE%B0%E5%B7%B3%E9%A7%85,,
有楽町線,新木場駅,2  有楽町線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%96%B0%E6%9C%A8%E5%A0%B4%E9%A7%85,,
丸ノ内線,荻窪駅,1・2  丸ノ内線 新宿・銀座・池袋方面,http://ja.wikipedia.org/wiki/%E8%8D%BB%E7%AA%AA%E9%A7%85,,
丸ノ内線,南阿佐ケ谷駅,2  丸ノ内線 新宿・銀座・池袋方面,http://ja.wikipedia.org/wiki/%E5%8D%97%E9%98%BF%E4%BD%90%E3%82%B1%E8%B0%B7%E9%A7%85,,
丸ノ内線,新高円寺駅,1  丸ノ内線 荻窪方面,2  丸ノ内線 新宿・銀座・池袋方面,http://ja.wikipedia.org/wiki/%E6%96%B0%E9%AB%98%E5%86%86%E5%AF%BA%E9%A7%85,,
丸ノ内線,東高円寺駅,1  丸ノ内線 荻窪方面,2  丸ノ内線 新宿・銀座・池袋方面,http://ja.wikipedia.org/wiki/%E6%9D%B1%E9%AB%98%E5%86%86%E5%AF%BA%E9%A7%85,,
丸ノ内線,新中野駅,1  丸ノ内線 荻窪方面,2  丸ノ内線 新宿・銀座・池袋方面,http://ja.wikipedia.org/wiki/%E6%96%B0%E4%B8%AD%E9%87%8E%E9%A7%85,,
丸ノ内線,中野坂上駅,1  丸ノ内線 荻窪方面,2  丸ノ内線 丸ノ内線（支線） 方南町方面 一部は1番線A線（荻窪方面1番線）側・B線（池袋方面,3  丸ノ内線 新宿・銀座・池袋方面,http://ja.wikipedia.org/wiki/%E4%B8%AD%E9%87%8E%E5%9D%82%E4%B8%8A%E9%A7%85,,
丸ノ内線,西新宿駅,1  丸ノ内線 中野坂上・荻窪・方南町方面,2  丸ノ内線 新宿・赤坂見附・銀座・東京・大手町・池袋方面,http://ja.wikipedia.org/wiki/%E8%A5%BF%E6%96%B0%E5%AE%BF%E9%A7%85,,
丸ノ内線,新宿駅,1  丸ノ内線 中野坂上・荻窪・方南町（中野坂上乗り換え）方面,2  丸ノ内線 赤坂見附・銀座・大手町・池袋方面,http://ja.wikipedia.org/wiki/%E6%96%B0%E5%AE%BF%E9%A7%85,,
丸ノ内線,新宿三丁目駅,1  丸ノ内線 新宿・荻窪・方南町方面,2  丸ノ内線 銀座・大手町・池袋方面,3  副都心線 明治神宮前〈原宿〉・渋谷・横浜・元町・中華街方面,4  副都心線 池袋・和光市・森林公園・飯能方面,http://ja.wikipedia.org/wiki/%E6%96%B0%E5%AE%BF%E4%B8%89%E4%B8%81%E7%9B%AE%E9%A7%85,,
丸ノ内線,新宿御苑前駅,1  丸ノ内線 新宿・荻窪方面,2  丸ノ内線 銀座・東京・大手町・池袋方面,http://ja.wikipedia.org/wiki/%E6%96%B0%E5%AE%BF%E5%BE%A1%E8%8B%91%E5%89%8D%E9%A7%85,,
